officeCarp,livingCarp,kitchenCarp,bedroomCarp,bathroomCarp,Activity,Time
0,0,0,1,0,other,2020-03-03 07:55:30
0,0,0,0,0,other,2020-03-03 07:57:43
0,0,1,0,0,other,2020-03-03 07:57:49
0,0,0,0,0,other,2020-03-03 08:00:04
0,0,0,0,1,eat,2020-03-03 08:00:11
